# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
87              	smoothSolver	3.50473020e-01	2.37967660e-01	1000	2.05832580e-01	4.57313910e-04	1	false	smoothSolver	1.36143060e-02	8.93190940e-04	1	true	smoothSolver	1.36133130e-02	8.93286600e-04	1	true	GAMG	4.76603150e-01	3.17485260e-03	4	true
88              	smoothSolver	3.54000050e-01	2.34112430e-01	1000	2.09572080e-01	4.73882010e-04	1	false	smoothSolver	1.32821590e-02	8.71422880e-04	1	true	smoothSolver	1.32811640e-02	8.71514740e-04	1	true	GAMG	5.25250060e-01	2.20500450e-03	4	true
89              	smoothSolver	3.51457560e-01	2.36998470e-01	1000	2.07287580e-01	4.69464500e-04	1	false	smoothSolver	1.29596920e-02	8.50295130e-04	1	true	smoothSolver	1.29587290e-02	8.50385030e-04	1	true	GAMG	5.23765560e-01	4.90334580e-03	3	true
90              	smoothSolver	3.46400510e-01	2.32677840e-01	1000	2.02337280e-01	4.56743040e-04	1	false	smoothSolver	1.26497040e-02	8.29966840e-04	1	true	smoothSolver	1.26487670e-02	8.30055070e-04	1	true	GAMG	4.65942600e-01	4.04737350e-03	3	true
91              	smoothSolver	3.52493230e-01	2.31421120e-01	1000	2.01076130e-01	4.48836170e-04	1	false	smoothSolver	1.23492880e-02	8.10299110e-04	1	true	smoothSolver	1.23483530e-02	8.10383610e-04	1	true	GAMG	5.10489240e-01	4.55007580e-03	3	true
92              	smoothSolver	3.46501530e-01	2.31687200e-01	1000	1.98841380e-01	4.42015680e-04	1	false	smoothSolver	1.20570050e-02	7.91121380e-04	1	true	smoothSolver	1.20560950e-02	7.91204110e-04	1	true	GAMG	4.64080690e-01	2.96742770e-03	3	true
93              	smoothSolver	3.42952190e-01	2.26827160e-01	1000	2.00410090e-01	4.38995870e-04	1	false	smoothSolver	1.17752140e-02	7.72680570e-04	1	true	smoothSolver	1.17743290e-02	7.72761730e-04	1	true	GAMG	4.50305490e-01	4.24397410e-03	4	true
94              	smoothSolver	3.43348030e-01	2.30993270e-01	1000	2.05369950e-01	4.54730890e-04	1	false	smoothSolver	1.15031780e-02	7.54829850e-04	1	true	smoothSolver	1.15022930e-02	7.54907680e-04	1	true	GAMG	5.19478230e-01	3.52556030e-03	3	true
95              	smoothSolver	3.40574030e-01	2.31683270e-01	1000	2.05790160e-01	4.53614420e-04	1	false	smoothSolver	1.12368530e-02	7.37392240e-04	1	true	smoothSolver	1.12359910e-02	7.37468610e-04	1	true	GAMG	5.44087200e-01	4.12952910e-03	3	true
96              	smoothSolver	3.46198560e-01	2.29377940e-01	1000	2.01533850e-01	4.40156770e-04	1	false	smoothSolver	1.09803160e-02	7.20567040e-04	1	true	smoothSolver	1.09794790e-02	7.20641800e-04	1	true	GAMG	5.06780880e-01	2.75272490e-03	3	true
97              	smoothSolver	3.35694280e-01	2.27508160e-01	1000	2.01644480e-01	4.42468020e-04	1	false	smoothSolver	1.07325700e-02	7.04337760e-04	1	true	smoothSolver	1.07317540e-02	7.04411120e-04	1	true	GAMG	5.02427300e-01	1.97351570e-03	4	true
98              	smoothSolver	3.34498030e-01	2.26596840e-01	1000	2.03354030e-01	4.48642560e-04	1	false	smoothSolver	1.04896980e-02	6.88418710e-04	1	true	smoothSolver	1.04888820e-02	6.88489060e-04	1	true	GAMG	4.63915900e-01	2.93415370e-03	3	true
99              	smoothSolver	3.38860230e-01	2.32161310e-01	1000	2.03967180e-01	4.48687530e-04	1	false	smoothSolver	1.02549460e-02	6.73028810e-04	1	true	smoothSolver	1.02541490e-02	6.73097870e-04	1	true	GAMG	4.82641070e-01	3.84434070e-03	3	true
100             	smoothSolver	3.34885830e-01	2.24926150e-01	1000	2.06182110e-01	4.55594270e-04	1	false	smoothSolver	1.00280850e-02	6.58171840e-04	1	true	smoothSolver	1.00273100e-02	6.58239390e-04	1	true	GAMG	4.19533760e-01	2.93620060e-03	3	true
101             	smoothSolver	3.40965020e-01	2.29489990e-01	1000	2.06062580e-01	4.56564790e-04	1	false	smoothSolver	9.80672150e-03	6.43648860e-04	1	true	smoothSolver	9.80594410e-03	6.43713900e-04	1	true	GAMG	4.14816490e-01	3.15556660e-03	3	true
102             	smoothSolver	3.32457230e-01	2.25405510e-01	1000	2.02443230e-01	4.50729090e-04	1	false	smoothSolver	9.59120600e-03	6.29545680e-04	1	true	smoothSolver	9.59044930e-03	6.29609290e-04	1	true	GAMG	4.43228570e-01	2.98736480e-03	3	true
103             	smoothSolver	3.31644460e-01	2.20316340e-01	1000	1.98167620e-01	4.40536520e-04	1	false	smoothSolver	9.38301910e-03	6.15882840e-04	1	true	smoothSolver	9.38227850e-03	6.15945090e-04	1	true	GAMG	4.47719710e-01	2.85363080e-03	3	true
104             	smoothSolver	3.38727660e-01	2.25244580e-01	1000	1.99484270e-01	4.41519120e-04	1	false	smoothSolver	9.18057460e-03	6.02628010e-04	1	true	smoothSolver	9.17983290e-03	6.02687890e-04	1	true	GAMG	4.42354030e-01	2.33985730e-03	3	true
105             	smoothSolver	3.32010090e-01	2.22716830e-01	1000	2.00758220e-01	4.47043040e-04	1	false	smoothSolver	8.98241880e-03	5.89631850e-04	1	true	smoothSolver	8.98169480e-03	5.89690450e-04	1	true	GAMG	4.48598700e-01	3.66013810e-03	3	true
106             	smoothSolver	3.30270900e-01	2.18359870e-01	1000	1.96790800e-01	4.42478120e-04	1	false	smoothSolver	8.79035810e-03	5.77063780e-04	1	true	smoothSolver	8.78964940e-03	5.77121290e-04	1	true	GAMG	4.01431550e-01	3.52257950e-03	3	true
107             	smoothSolver	3.39745780e-01	2.30894100e-01	1000	1.94552920e-01	4.32591240e-04	1	false	smoothSolver	8.60454410e-03	5.64873360e-04	1	true	smoothSolver	8.60385240e-03	5.64929600e-04	1	true	GAMG	4.12936330e-01	3.61754780e-03	3	true
108             	smoothSolver	3.35394890e-01	2.20531730e-01	1000	1.94585130e-01	4.30086270e-04	1	false	smoothSolver	8.42238510e-03	5.52923830e-04	1	true	smoothSolver	8.42169190e-03	5.52977840e-04	1	true	GAMG	4.30885500e-01	2.17469740e-03	3	true
109             	smoothSolver	3.34805470e-01	2.19565590e-01	1000	1.95443350e-01	4.28874660e-04	1	false	smoothSolver	8.24481910e-03	5.41291670e-04	1	true	smoothSolver	8.24414020e-03	5.41344910e-04	1	true	GAMG	4.41021030e-01	2.66877500e-03	3	true
110             	smoothSolver	3.38436370e-01	2.20975530e-01	1000	1.92813170e-01	4.25092920e-04	1	false	smoothSolver	8.07269520e-03	5.30051030e-04	1	true	smoothSolver	8.07203520e-03	5.30103060e-04	1	true	GAMG	4.44291320e-01	2.49115970e-03	3	true
111             	smoothSolver	3.33518730e-01	2.21876760e-01	1000	1.92214120e-01	4.27603690e-04	1	false	smoothSolver	7.90605510e-03	5.19111980e-04	1	true	smoothSolver	7.90539340e-03	5.19162100e-04	1	true	GAMG	4.40237170e-01	4.31735860e-03	3	true
112             	smoothSolver	3.33804810e-01	2.22524920e-01	1000	1.96823650e-01	4.43401250e-04	1	false	smoothSolver	7.74195050e-03	5.08359600e-04	1	true	smoothSolver	7.74130360e-03	5.08408870e-04	1	true	GAMG	3.96268650e-01	3.06623760e-03	3	true
113             	smoothSolver	3.26917470e-01	2.24012670e-01	1000	1.96245530e-01	4.43714200e-04	1	false	smoothSolver	7.58268860e-03	4.97994830e-04	1	true	smoothSolver	7.58206820e-03	4.98043840e-04	1	true	GAMG	4.31002400e-01	2.81953100e-03	3	true
114             	smoothSolver	3.24523820e-01	2.22477530e-01	1000	1.93812710e-01	4.43265540e-04	1	false	smoothSolver	7.42906180e-03	4.87912090e-04	1	true	smoothSolver	7.42845410e-03	4.87960120e-04	1	true	GAMG	4.41922350e-01	3.26589510e-03	3	true
115             	smoothSolver	3.31520300e-01	2.18542910e-01	1000	1.90487000e-01	4.40261620e-04	1	false	smoothSolver	7.27883150e-03	4.78102280e-04	1	true	smoothSolver	7.27822400e-03	4.78149950e-04	1	true	GAMG	4.20365630e-01	2.44931790e-03	3	true
116             	smoothSolver	3.31450950e-01	2.21777650e-01	1000	1.87044250e-01	4.32138660e-04	1	false	smoothSolver	7.13222370e-03	4.68545280e-04	1	true	smoothSolver	7.13164900e-03	4.68592050e-04	1	true	GAMG	4.19893180e-01	2.45061470e-03	3	true
117             	smoothSolver	3.28631980e-01	2.18356970e-01	1000	1.83671090e-01	4.20484350e-04	1	false	smoothSolver	6.99043940e-03	4.59233340e-04	1	true	smoothSolver	6.98987690e-03	4.59279280e-04	1	true	GAMG	4.22790110e-01	2.51568420e-03	4	true
118             	smoothSolver	3.21122940e-01	2.17296980e-01	1000	1.81824580e-01	4.17388850e-04	1	false	smoothSolver	6.85222150e-03	4.50290820e-04	1	true	smoothSolver	6.85167170e-03	4.50338020e-04	1	true	GAMG	5.11478260e-01	4.10279470e-03	3	true
119             	smoothSolver	3.24305410e-01	2.17896710e-01	1000	1.79957070e-01	4.11430000e-04	1	false	smoothSolver	6.71895560e-03	4.41543400e-04	1	true	smoothSolver	6.71843780e-03	4.41589140e-04	1	true	GAMG	4.90725360e-01	4.38976600e-03	3	true
120             	smoothSolver	3.25859420e-01	2.14365620e-01	1000	1.83761400e-01	4.23180720e-04	1	false	smoothSolver	6.58809630e-03	4.32939010e-04	1	true	smoothSolver	6.58759070e-03	4.32984040e-04	1	true	GAMG	5.06574120e-01	4.76448850e-03	3	true
121             	smoothSolver	3.19460080e-01	2.16077540e-01	1000	1.85649030e-01	4.32096920e-04	1	false	smoothSolver	6.46028810e-03	4.24697270e-04	1	true	smoothSolver	6.45981210e-03	4.24744060e-04	1	true	GAMG	4.47513050e-01	3.33005010e-03	3	true
122             	smoothSolver	3.25743550e-01	2.18802280e-01	1000	1.87347510e-01	4.35779210e-04	1	false	smoothSolver	6.33796970e-03	4.16635930e-04	1	true	smoothSolver	6.33752450e-03	4.16681930e-04	1	true	GAMG	4.33729080e-01	1.49482750e-03	4	true
123             	smoothSolver	3.18834600e-01	2.11078610e-01	1000	1.90565710e-01	4.36262060e-04	1	false	smoothSolver	6.21720700e-03	4.08680200e-04	1	true	smoothSolver	6.21676150e-03	4.08724750e-04	1	true	GAMG	4.04658370e-01	3.37666820e-03	3	true
124             	smoothSolver	3.18202470e-01	2.10694100e-01	1000	1.91310330e-01	4.34868120e-04	1	false	smoothSolver	6.09843010e-03	4.00861090e-04	1	true	smoothSolver	6.09799520e-03	4.00905300e-04	1	true	GAMG	4.32578200e-01	2.54905040e-03	3	true
125             	smoothSolver	3.25537940e-01	2.09888180e-01	1000	1.89989730e-01	4.25948280e-04	1	false	smoothSolver	5.98221540e-03	3.93333930e-04	1	true	smoothSolver	5.98182240e-03	3.93379110e-04	1	true	GAMG	4.19062050e-01	3.31447720e-03	3	true
126             	smoothSolver	3.19965680e-01	2.15240990e-01	1000	1.96718490e-01	4.44332200e-04	1	false	smoothSolver	5.87024960e-03	3.85943500e-04	1	true	smoothSolver	5.86986500e-03	3.85987780e-04	1	true	GAMG	4.67083210e-01	3.75515390e-03	3	true
127             	smoothSolver	3.20686200e-01	2.11301370e-01	1000	2.01302890e-01	4.64713560e-04	1	false	smoothSolver	5.76023140e-03	3.78686740e-04	1	true	smoothSolver	5.75985330e-03	3.78730140e-04	1	true	GAMG	5.05516340e-01	2.44124070e-03	3	true
128             	smoothSolver	3.21487960e-01	2.15365940e-01	1000	1.97673910e-01	4.59943970e-04	1	false	smoothSolver	5.65132590e-03	3.71509660e-04	1	true	smoothSolver	5.65094860e-03	3.71551820e-04	1	true	GAMG	5.12582430e-01	3.23597880e-03	3	true
129             	smoothSolver	3.23245620e-01	2.14592840e-01	1000	1.89873770e-01	4.33423180e-04	1	false	smoothSolver	5.54418480e-03	3.64454370e-04	1	true	smoothSolver	5.54381460e-03	3.64495720e-04	1	true	GAMG	5.28564380e-01	1.68828420e-03	4	true
130             	smoothSolver	3.21594260e-01	2.13835880e-01	1000	1.83833210e-01	4.13323260e-04	1	false	smoothSolver	5.43905980e-03	3.57536750e-04	1	true	smoothSolver	5.43869660e-03	3.57577310e-04	1	true	GAMG	4.71953230e-01	4.03726540e-03	4	true
131             	smoothSolver	3.18187150e-01	2.10906950e-01	1000	1.84921610e-01	4.13532470e-04	1	false	smoothSolver	5.33509220e-03	3.50709830e-04	1	true	smoothSolver	5.33472550e-03	3.50749720e-04	1	true	GAMG	4.48695060e-01	3.99290900e-03	3	true
132             	smoothSolver	3.16571340e-01	2.15318880e-01	1000	1.90198940e-01	4.30061490e-04	1	false	smoothSolver	5.23311840e-03	3.44034620e-04	1	true	smoothSolver	5.23277030e-03	3.44073590e-04	1	true	GAMG	4.58894900e-01	3.20367570e-03	3	true
133             	smoothSolver	3.19311950e-01	2.12872940e-01	1000	1.92806590e-01	4.34885080e-04	1	false	smoothSolver	5.13357100e-03	3.37481340e-04	1	true	smoothSolver	5.13322690e-03	3.37519390e-04	1	true	GAMG	5.12262380e-01	4.65391120e-03	3	true
134             	smoothSolver	3.19980870e-01	2.13108980e-01	1000	1.94595950e-01	4.39508260e-04	1	false	smoothSolver	5.03580010e-03	3.31050240e-04	1	true	smoothSolver	5.03546010e-03	3.31087400e-04	1	true	GAMG	5.17642720e-01	3.67538320e-03	4	true
135             	smoothSolver	3.26508180e-01	2.12164760e-01	1000	1.94400110e-01	4.38461960e-04	1	false	smoothSolver	4.93981300e-03	3.24741250e-04	1	true	smoothSolver	4.93947710e-03	3.24777560e-04	1	true	GAMG	4.05841800e-01	3.34600220e-03	3	true
136             	smoothSolver	3.22694090e-01	2.19288960e-01	1000	1.93296690e-01	4.33781920e-04	1	false	smoothSolver	4.84561160e-03	3.18553760e-04	1	true	smoothSolver	4.84527990e-03	3.18589230e-04	1	true	GAMG	3.93519950e-01	2.45819050e-03	3	true
137             	smoothSolver	3.30656930e-01	2.18575370e-01	1000	1.95774500e-01	4.40856960e-04	1	false	smoothSolver	4.75318930e-03	3.12486630e-04	1	true	smoothSolver	4.75286170e-03	3.12521300e-04	1	true	GAMG	3.87050570e-01	3.67567540e-03	3	true
138             	smoothSolver	3.24248210e-01	2.19768660e-01	1000	2.01788400e-01	4.51512860e-04	1	false	smoothSolver	4.66214140e-03	3.06512640e-04	1	true	smoothSolver	4.66181640e-03	3.06546400e-04	1	true	GAMG	4.46076410e-01	4.45771100e-03	3	true
139             	smoothSolver	3.24712080e-01	2.15431160e-01	1000	2.06496020e-01	4.66658030e-04	1	false	smoothSolver	4.57203180e-03	3.00602510e-04	1	true	smoothSolver	4.57170110e-03	3.00634830e-04	1	true	GAMG	5.21770300e-01	3.83982850e-03	3	true
140             	smoothSolver	3.22663070e-01	2.17091250e-01	1000	2.04155990e-01	4.66557350e-04	1	false	smoothSolver	4.48344500e-03	2.94794150e-04	1	true	smoothSolver	4.48311900e-03	2.94825740e-04	1	true	GAMG	4.95454230e-01	3.87076510e-03	3	true
141             	smoothSolver	3.22369080e-01	2.16335390e-01	1000	1.93845430e-01	4.37814510e-04	1	false	smoothSolver	4.39663160e-03	2.89112990e-04	1	true	smoothSolver	4.39631020e-03	2.89143920e-04	1	true	GAMG	4.76427550e-01	4.40369100e-03	3	true
142             	smoothSolver	3.24555720e-01	2.16350500e-01	1000	1.88837610e-01	4.24316060e-04	1	false	smoothSolver	4.31170510e-03	2.83548500e-04	1	true	smoothSolver	4.31138900e-03	2.83578680e-04	1	true	GAMG	4.44068350e-01	3.93003380e-03	3	true
143             	smoothSolver	3.23512970e-01	2.14883690e-01	1000	1.94594570e-01	4.33216300e-04	1	false	smoothSolver	4.22847440e-03	2.78091290e-04	1	true	smoothSolver	4.22816200e-03	2.78120810e-04	1	true	GAMG	4.16944600e-01	3.49637580e-03	3	true
144             	smoothSolver	3.21773990e-01	2.16042220e-01	1000	1.98454900e-01	4.38050460e-04	1	false	smoothSolver	4.14683020e-03	2.72743280e-04	1	true	smoothSolver	4.14652240e-03	2.72772050e-04	1	true	GAMG	3.97969450e-01	3.43040110e-03	3	true
145             	smoothSolver	3.23793180e-01	2.15518940e-01	1000	2.00304260e-01	4.47845320e-04	1	false	smoothSolver	4.06678060e-03	2.67492510e-04	1	true	smoothSolver	4.06647600e-03	2.67520560e-04	1	true	GAMG	4.20668230e-01	1.70003490e-03	4	true
146             	smoothSolver	3.29516600e-01	2.17081230e-01	1000	2.01644940e-01	4.55786310e-04	1	false	smoothSolver	3.98816030e-03	2.62343400e-04	1	true	smoothSolver	3.98785900e-03	2.62370790e-04	1	true	GAMG	4.56862740e-01	4.33099210e-03	3	true
147             	smoothSolver	3.25865790e-01	2.19186940e-01	1000	1.99484460e-01	4.51953300e-04	1	false	smoothSolver	3.91104450e-03	2.57289160e-04	1	true	smoothSolver	3.91074710e-03	2.57315860e-04	1	true	GAMG	5.53076580e-01	4.37352730e-03	3	true
148             	smoothSolver	3.24346450e-01	2.15504330e-01	1000	1.93398820e-01	4.35027730e-04	1	false	smoothSolver	3.83515950e-03	2.52319890e-04	1	true	smoothSolver	3.83485690e-03	2.52345390e-04	1	true	GAMG	5.22453410e-01	3.85314010e-03	3	true
149             	smoothSolver	3.25277180e-01	2.16382350e-01	1000	1.91585630e-01	4.35869840e-04	1	false	smoothSolver	3.76019050e-03	2.47406950e-04	1	true	smoothSolver	3.75989160e-03	2.47431760e-04	1	true	GAMG	4.99990130e-01	3.52710490e-03	3	true
150             	smoothSolver	3.27887190e-01	2.16192310e-01	1000	1.91519200e-01	4.34700830e-04	1	false	smoothSolver	3.68623020e-03	2.42561780e-04	1	true	smoothSolver	3.68593440e-03	2.42585970e-04	1	true	GAMG	4.99747190e-01	2.17944820e-03	3	true
151             	smoothSolver	3.28509120e-01	2.18415620e-01	1000	1.93132030e-01	4.32223860e-04	1	false	smoothSolver	3.61362110e-03	2.37805330e-04	1	true	smoothSolver	3.61332910e-03	2.37828850e-04	1	true	GAMG	5.06464740e-01	3.94587190e-03	3	true
152             	smoothSolver	3.28470030e-01	2.17634280e-01	1000	1.97067800e-01	4.39855950e-04	1	false	smoothSolver	3.54230830e-03	2.33130480e-04	1	true	smoothSolver	3.54201900e-03	2.33153390e-04	1	true	GAMG	5.27865960e-01	3.68096150e-03	3	true
153             	smoothSolver	3.30746720e-01	2.23544330e-01	1000	2.01172230e-01	4.56133400e-04	1	false	smoothSolver	3.47220390e-03	2.28541870e-04	1	true	smoothSolver	3.47191790e-03	2.28564120e-04	1	true	GAMG	5.13813730e-01	4.51140610e-03	4	true
154             	smoothSolver	3.30023500e-01	2.20388380e-01	1000	2.03049660e-01	4.56649740e-04	1	false	smoothSolver	3.40336480e-03	2.24028450e-04	1	true	smoothSolver	3.40308130e-03	2.24050040e-04	1	true	GAMG	4.76725740e-01	4.51761450e-03	3	true
155             	smoothSolver	3.26392960e-01	2.24862800e-01	1000	2.02865360e-01	4.55609280e-04	1	false	smoothSolver	3.33563010e-03	2.19595110e-04	1	true	smoothSolver	3.33534900e-03	2.19616110e-04	1	true	GAMG	5.12074390e-01	2.83999880e-03	3	true
156             	smoothSolver	3.31657710e-01	2.16877260e-01	1000	2.01214840e-01	4.50055160e-04	1	false	smoothSolver	3.26908430e-03	2.15232680e-04	1	true	smoothSolver	3.26880610e-03	2.15253040e-04	1	true	GAMG	5.34483880e-01	3.55478390e-03	3	true
157             	smoothSolver	3.28527160e-01	2.18810240e-01	1000	1.94939140e-01	4.40271090e-04	1	false	smoothSolver	3.20357420e-03	2.10943540e-04	1	true	smoothSolver	3.20329790e-03	2.10963310e-04	1	true	GAMG	5.61601060e-01	5.28073470e-03	3	true
158             	smoothSolver	3.32582960e-01	2.20440040e-01	1000	1.94696310e-01	4.49864610e-04	1	false	smoothSolver	3.13915190e-03	2.06721900e-04	1	true	smoothSolver	3.13887830e-03	2.06741030e-04	1	true	GAMG	4.98789630e-01	3.96486770e-03	4	true
159             	smoothSolver	3.26890040e-01	2.21274050e-01	1000	1.91589530e-01	4.44101580e-04	1	false	smoothSolver	3.07571720e-03	2.02567720e-04	1	true	smoothSolver	3.07544530e-03	2.02586260e-04	1	true	GAMG	5.51849680e-01	3.73096620e-03	3	true
160             	smoothSolver	3.26332880e-01	2.18308380e-01	1000	1.91451680e-01	4.40565530e-04	1	false	smoothSolver	3.01302490e-03	1.98460920e-04	1	true	smoothSolver	3.01274960e-03	1.98478450e-04	1	true	GAMG	5.23352710e-01	4.63450860e-03	3	true
161             	smoothSolver	3.32535530e-01	2.19204190e-01	1000	1.92767270e-01	4.47300790e-04	1	false	smoothSolver	2.95114230e-03	1.94406820e-04	1	true	smoothSolver	2.95086890e-03	1.94423780e-04	1	true	GAMG	5.47786290e-01	3.11462100e-03	3	true
162             	smoothSolver	3.29201430e-01	2.26465840e-01	1000	1.93676300e-01	4.50837900e-04	1	false	smoothSolver	2.88998420e-03	1.90402170e-04	1	true	smoothSolver	2.88971320e-03	1.90418530e-04	1	true	GAMG	5.67035500e-01	2.77870120e-03	4	true
163             	smoothSolver	3.27739930e-01	2.23195620e-01	1000	1.95730720e-01	4.49171730e-04	1	false	smoothSolver	2.82977320e-03	1.86456530e-04	1	true	smoothSolver	2.82950380e-03	1.86472320e-04	1	true	GAMG	5.18272340e-01	3.96114800e-03	3	true
164             	smoothSolver	3.29822000e-01	2.25911640e-01	1000	1.98729370e-01	4.56335790e-04	1	false	smoothSolver	2.77043570e-03	1.82572280e-04	1	true	smoothSolver	2.77016840e-03	1.82587460e-04	1	true	GAMG	4.85497720e-01	3.62432110e-03	3	true
165             	smoothSolver	3.28835010e-01	2.18606730e-01	1000	1.99938530e-01	4.58295120e-04	1	false	smoothSolver	2.71199880e-03	1.78742310e-04	1	true	smoothSolver	2.71173280e-03	1.78756900e-04	1	true	GAMG	4.74124840e-01	4.04091790e-03	3	true
166             	smoothSolver	3.36269440e-01	2.17242560e-01	1000	1.98379880e-01	4.51808540e-04	1	false	smoothSolver	2.65436200e-03	1.74970370e-04	1	true	smoothSolver	2.65409790e-03	1.74984400e-04	1	true	GAMG	5.11856140e-01	2.73203950e-03	4	true
167             	smoothSolver	3.28447990e-01	2.23054170e-01	1000	1.96914060e-01	4.50226270e-04	1	false	smoothSolver	2.59758590e-03	1.71249320e-04	1	true	smoothSolver	2.59732290e-03	1.71262750e-04	1	true	GAMG	5.42283160e-01	3.17513520e-03	4	true
168             	smoothSolver	3.27787690e-01	2.23009650e-01	1000	1.96929290e-01	4.55418250e-04	1	false	smoothSolver	2.54155470e-03	1.67581580e-04	1	true	smoothSolver	2.54129280e-03	1.67594460e-04	1	true	GAMG	4.89966490e-01	4.40259920e-03	3	true
169             	smoothSolver	3.32335650e-01	2.26214480e-01	1000	1.98611660e-01	4.53952310e-04	1	false	smoothSolver	2.48631530e-03	1.63962530e-04	1	true	smoothSolver	2.48605490e-03	1.63974820e-04	1	true	GAMG	5.51011120e-01	3.26349760e-03	3	true
170             	smoothSolver	3.34397090e-01	2.26681640e-01	1000	1.99990990e-01	4.60715900e-04	1	false	smoothSolver	2.43178850e-03	1.60392380e-04	1	true	smoothSolver	2.43152890e-03	1.60404120e-04	1	true	GAMG	5.26487880e-01	5.11199410e-03	3	true
171             	smoothSolver	3.29970280e-01	2.23522150e-01	1000	2.01565790e-01	4.72474660e-04	1	false	smoothSolver	2.37798830e-03	1.56868900e-04	1	true	smoothSolver	2.37773000e-03	1.56880040e-04	1	true	GAMG	5.38270180e-01	3.95913910e-03	3	true
172             	smoothSolver	3.33163570e-01	2.21812120e-01	1000	2.02891020e-01	4.73951120e-04	1	false	smoothSolver	2.32487130e-03	1.53390150e-04	1	true	smoothSolver	2.32461370e-03	1.53400740e-04	1	true	GAMG	5.02519890e-01	4.29086020e-03	3	true
173             	smoothSolver	3.39861550e-01	2.26369950e-01	1000	2.00546950e-01	4.70467880e-04	1	false	smoothSolver	2.27241860e-03	1.49956180e-04	1	true	smoothSolver	2.27216210e-03	1.49966190e-04	1	true	GAMG	4.44180750e-01	1.56292940e-03	5	true
174             	smoothSolver	3.36392570e-01	2.23245420e-01	1000	1.98923910e-01	4.57799920e-04	1	false	smoothSolver	2.22049090e-03	1.46554420e-04	1	true	smoothSolver	2.22023120e-03	1.46563640e-04	1	true	GAMG	5.33648510e-01	4.23479770e-03	4	true
175             	smoothSolver	3.39975060e-01	2.23410230e-01	1000	1.98406630e-01	4.56559950e-04	1	false	smoothSolver	2.16913890e-03	1.43193410e-04	1	true	smoothSolver	2.16888010e-03	1.43202060e-04	1	true	GAMG	4.41808210e-01	3.01417860e-03	3	true
176             	smoothSolver	3.34182190e-01	2.20765220e-01	1000	1.97613210e-01	4.57380850e-04	1	false	smoothSolver	2.11830810e-03	1.39862840e-04	1	true	smoothSolver	2.11805020e-03	1.39870940e-04	1	true	GAMG	4.42874720e-01	2.62446260e-03	3	true
177             	smoothSolver	3.36100780e-01	2.31625370e-01	1000	2.02166100e-01	4.74944890e-04	1	false	smoothSolver	2.06801600e-03	1.36571970e-04	1	true	smoothSolver	2.06775910e-03	1.36579540e-04	1	true	GAMG	4.50164380e-01	3.11255990e-03	3	true
178             	smoothSolver	3.33375840e-01	2.22403670e-01	1000	2.01854500e-01	4.82976640e-04	1	false	smoothSolver	2.01835290e-03	1.33317950e-04	1	true	smoothSolver	2.01809620e-03	1.33324950e-04	1	true	GAMG	4.54663870e-01	3.66919610e-03	3	true
179             	smoothSolver	3.30625620e-01	2.24146860e-01	1000	2.01989260e-01	4.77409900e-04	1	false	smoothSolver	1.96923090e-03	1.30103050e-04	1	true	smoothSolver	1.96897450e-03	1.30109520e-04	1	true	GAMG	4.60397770e-01	3.20374020e-03	3	true
180             	smoothSolver	3.31717730e-01	2.19229910e-01	1000	1.99463710e-01	4.69627540e-04	1	false	smoothSolver	1.92069170e-03	1.26923510e-04	1	true	smoothSolver	1.92043580e-03	1.26929420e-04	1	true	GAMG	4.33294110e-01	3.06554510e-03	3	true
181             	smoothSolver	3.29188760e-01	2.15813280e-01	1000	1.94135480e-01	4.56486820e-04	1	false	smoothSolver	1.87267160e-03	1.23779920e-04	1	true	smoothSolver	1.87241590e-03	1.23785290e-04	1	true	GAMG	4.14526810e-01	3.59959340e-03	3	true
182             	smoothSolver	3.28004730e-01	2.20451790e-01	1000	1.86949420e-01	4.38183920e-04	1	false	smoothSolver	1.82518810e-03	1.20670460e-04	1	true	smoothSolver	1.82493280e-03	1.20675270e-04	1	true	GAMG	4.80400370e-01	3.70320630e-03	3	true
183             	smoothSolver	3.23686940e-01	2.19050310e-01	1000	1.83552270e-01	4.35524640e-04	1	false	smoothSolver	1.77820660e-03	1.17594050e-04	1	true	smoothSolver	1.77795130e-03	1.17598330e-04	1	true	GAMG	4.56805120e-01	3.51197890e-03	3	true
184             	smoothSolver	3.24065310e-01	2.18169460e-01	1000	1.84622590e-01	4.36364430e-04	1	false	smoothSolver	1.73171990e-03	1.14550720e-04	1	true	smoothSolver	1.73146480e-03	1.14554440e-04	1	true	GAMG	5.18739480e-01	2.95807450e-03	4	true
